order_id,product_id,quantity,unit_price,discount_percentage,discount_amount,gross_sales,tax_amount,shipping_cost,net_sales,product_cost,profit
ORD-537605,PROD-001075,2,12.94,0.4691015034422168,12.14,25.88,0.96,6.38,21.08,6.6,8.1
ORD-304591,PROD-000763,1,291.89,0.1671579017091247,48.79,291.89,17.02,3.48,263.6,126.34,133.78
ORD-161786,PROD-001090,1,58.26,0.0,0.0,58.26,11.65,3.12,73.03,23.72,46.19
ORD-236698,PROD-001077,3,15.01,0.2519280558028998,11.34,45.03,4.38,14.4,52.47,13.77,24.3
ORD-935900,PROD-000963,4,531.57,0.2404098868216737,511.18,2126.28,113.06,14.8,1742.96,1111.68,616.48
ORD-216607,PROD-001119,2,64.5,0.0833163806414262,10.75,129.0,8.28,6.31,132.84,41.18,85.35
ORD-337534,PROD-000380,1,260.19,0.1762960985616614,45.87,260.19,15.0,3.45,232.77,128.58,100.74
ORD-655424,PROD-000649,1,477.4,0.1329820245779122,63.49,477.4,28.97,6.25,449.13,265.04,177.84
ORD-517387,PROD-000683,3,59.25,0.0812878701038916,14.45,177.75,31.03,2.0700000000000003,196.4,108.84,85.49
ORD-972740,PROD-000006,1,438.43,0.2448512262706341,107.35,438.43,59.59,4.06,394.73,245.89,144.78
ORD-494988,PROD-001009,2,103.76,0.105636477532285,21.92,207.52,12.99,3.11,201.7,106.28,92.31
ORD-670266,PROD-000076,2,517.19,0.0575196413286647,59.5,1034.38,68.24,5.72,1048.84,718.48,324.64
ORD-857859,PROD-000443,1,111.51,0.0705479817645266,7.87,111.51,20.73,4.69,129.06,65.45,58.92
ORD-960924,PROD-000109,2,768.41,0.0,0.0,1536.82,292.0,5.02,1833.84,898.24,930.58
ORD-663821,PROD-000923,2,192.44,0.1158020965336576,44.57,384.88,23.82,0.2400000000000002,364.37,143.4,220.73
ORD-647067,PROD-000767,3,45.79,0.0859107586081432,11.8,137.37,25.11,0.1499999999999999,150.83,59.73,90.95
ORD-839931,PROD-000043,4,1263.42,0.0,0.0,5053.68,353.76,3.68,5411.12,3396.8,2010.64
ORD-406697,PROD-001028,1,88.88,0.1726109848846752,15.34,88.88,5.15,6.19,84.88,26.72,51.97
ORD-992968,PROD-000153,4,107.95,0.0894371444261846,38.62,431.8,51.11,3.88,448.17,223.32,220.97
ORD-287263,PROD-001039,4,23.93,0.0964375550097045,9.23,95.72,6.05,3.68,96.22,44.92,47.62
ORD-309504,PROD-000744,1,100.48,0.0720839130417157,7.24,100.48,6.53,14.95,114.72,53.84,45.93
ORD-674020,PROD-001059,3,11.7,0.0,0.0,35.1,2.46,12.2,49.76,10.41,27.15
ORD-487837,PROD-000350,3,24.39,0.0,0.0,73.17,5.12,3.04,81.33,41.52,36.77
ORD-236169,PROD-000550,3,67.82,0.0610711315690476,12.43,203.46,13.37,14.95,219.35,92.85,111.55
ORD-818776,PROD-001057,1,77.62,0.1454730076827461,11.29,77.62,6.63,19.88,92.84,27.35,45.61
ORD-826417,PROD-000119,2,149.4,0.1017488193740884,30.4,298.8,18.79,5.66,292.85,167.5,119.69
ORD-495045,PROD-000320,1,33.08,0.140802637550196,4.66,33.08,1.99,24.32,54.73,12.95,17.46
ORD-901419,PROD-000165,1,97.67,0.1433593060138585,14.0,97.67,5.86,3.57,93.1,34.81,54.72
ORD-698433,PROD-000564,3,156.49,0.2373857101625651,111.45,469.47,25.06,15.05,398.13,161.37,221.71
ORD-836790,PROD-000282,1,144.55,0.1006153387573885,14.54,144.55,9.1,21.19,160.3,48.74,90.37
ORD-284848,PROD-000684,2,67.4,0.2228461153641209,30.04,134.8,7.33,0.91,113.0,72.46,39.63
ORD-791822,PROD-000539,3,33.31,0.2527330883904347,25.26,99.93,5.23,3.18,83.08,43.35,36.55
ORD-286641,PROD-001102,1,103.14,0.0,0.0,103.14,7.22,3.27,113.63,36.62,73.74
ORD-309303,PROD-000733,1,146.2,0.1450030147588882,21.2,146.2,8.75,5.57,139.32,82.77,50.98
ORD-902778,PROD-000341,2,283.51,0.1976194661771289,112.05,567.02,86.44,9.42,550.83,240.6,300.81
ORD-682356,PROD-000681,2,513.36,0.0761171886813286,78.15,1026.72,66.4,5.98,1020.95,583.56,431.41
ORD-607709,PROD-000559,2,161.16,0.2204192718099792,71.05,322.32,17.59,12.08,280.94,121.24,147.62
ORD-271130,PROD-000354,5,256.59,0.4357097111488709,558.99,1282.95,50.68,15.28,789.92,729.25,45.39
ORD-992173,PROD-001059,1,11.7,0.0963214654072703,1.13,11.7,0.74,5.77,17.08,3.47,7.84
ORD-590271,PROD-000416,2,322.45,0.2217395954511742,143.0,644.9,90.34,2.44,594.68,251.1,341.14
ORD-526969,PROD-000432,1,352.5,0.17893468959542,63.07,352.5,20.26,3.45,313.14,208.04,101.65
ORD-883795,PROD-000062,2,1340.54,0.154111232796761,413.18,2681.08,158.75,3.05,2429.7,1478.86,947.79
ORD-543576,PROD-000621,2,158.64,0.1777345307250324,56.39,317.28,18.26,3.05,282.2,147.24,131.91
ORD-757841,PROD-000501,1,46.34,0.0692047976253362,3.21,46.34,3.02,5.87,52.02,18.34,27.81
ORD-584668,PROD-000849,2,31.27,0.1478507043273129,9.25,62.54,3.73,4.04,61.06,26.38,30.64
ORD-417214,PROD-000355,1,310.79,0.0,0.0,310.79,21.76,6.0,338.55,141.24,191.31
ORD-179531,PROD-001101,2,135.71,0.0,0.0,271.42,54.28,5.32,331.02,149.08,176.62
ORD-564394,PROD-000005,1,1282.18,0.114149662508416,146.36,1282.18,79.51,0.8900000000000001,1216.22,695.54,519.79
ORD-111716,PROD-000093,2,658.81,0.1543528306490777,203.38,1317.62,200.56,9.64,1324.44,741.14,573.66
ORD-746209,PROD-000872,2,187.82,0.1000381222526184,37.58,375.64,43.95,4.02,386.03,142.4,239.61
ORD-628785,PROD-000552,2,35.21,0.1064758977308963,7.5,70.42,4.4,0.77,68.09,22.36,44.96
ORD-102368,PROD-000187,2,231.44,0.0629284155748696,29.13,462.88,86.75,5.14,525.64,225.0,295.5
ORD-824410,PROD-000488,3,55.59,0.0779152788340733,12.99,166.77,19.99,27.48,201.25,53.58,120.19
ORD-376285,PROD-000172,3,262.5,0.4146298164915171,326.52,787.5,87.59,4.64,553.21,246.93,301.64
ORD-488492,PROD-001061,2,15.49,0.184333832897542,5.71,30.98,1.77,3.8,30.84,9.98,17.06
ORD-508598,PROD-000876,3,337.97,0.0397395992503717,40.29,1013.91,68.15,6.25,1048.02,331.32,710.45
ORD-514505,PROD-000373,1,50.22,0.0200777659050227,1.01,50.22,2.46,7.87,59.54,28.59,23.08
ORD-677566,PROD-000347,1,40.16,0.0402106666696735,1.61,40.16,2.7,3.3,44.55,17.22,24.03
ORD-860174,PROD-000626,2,115.31,0.0680147563821701,15.69,230.62,15.05,2.96,232.94,103.22,126.76
ORD-922438,PROD-000036,1,524.08,0.0,0.0,524.08,36.69,3.08,563.85,305.05,255.72
ORD-403814,PROD-000842,3,96.09,0.2231851499458814,64.34,288.27,15.68,11.97,251.58,144.45,95.16
ORD-811914,PROD-000885,5,138.89,0.009596507026659,6.66,694.45,48.15,5.76,741.7,219.25,516.69
ORD-723371,PROD-000297,3,23.92,0.0,0.0,71.76,5.02,2.77,79.55,25.89,50.89
ORD-648975,PROD-000794,1,242.54,0.1685234154500759,40.87,242.54,14.12,11.71,227.5,134.76,81.03
ORD-275840,PROD-000151,2,644.0,0.5177394985172263,666.85,1288.0,43.48,12.01,676.64,695.0,-30.37
ORD-326571,PROD-000461,3,102.67,0.1344175605423546,41.4,308.01,50.66,0.04,317.31,143.94,173.33
ORD-630849,PROD-000293,1,110.24,0.2212347934924771,24.39,110.24,6.01,11.6,103.46,51.23,40.63
ORD-301200,PROD-000064,1,514.41,0.1341168176201684,68.99,514.41,31.18,2.6500000000000004,479.25,266.78,209.82
ORD-226340,PROD-001028,2,88.88,0.5615063667720542,99.81,177.76,5.46,12.24,95.65,53.44,29.97
ORD-454463,PROD-000446,3,333.9,0.0548382942518198,54.93,1001.7,189.35,4.85,1140.97,410.55,725.57
ORD-817010,PROD-000933,3,39.48,0.2559473128644649,30.31,118.44,16.74,9.07,113.94,57.66,47.21
ORD-280937,PROD-000959,2,791.35,0.1894890879035487,299.9,1582.7,89.8,24.23,1396.83,859.24,513.36
ORD-123152,PROD-000451,1,436.84,0.0222807338006433,9.73,436.84,85.42,20.11,532.64,228.73,283.8
ORD-480801,PROD-000425,1,395.43,0.1161880056187833,45.94,395.43,24.46,12.11,386.06,143.1,230.85
ORD-307477,PROD-001078,3,62.74,0.2856099748890354,53.76,188.22,9.41,6.28,150.15,58.59,85.28
ORD-910719,PROD-000827,3,39.96,0.1893605479725021,22.7,119.88,6.8,3.57,107.55,59.76,44.22
ORD-195036,PROD-000515,1,49.71,0.162103686041977,8.06,49.71,2.92,3.28,47.85,17.46,27.11
ORD-813939,PROD-000053,4,1073.78,0.4432373454207757,1903.76,4295.12,167.4,0.3599999999999999,2559.12,2801.8,-243.04
ORD-470058,PROD-001054,1,32.78,0.03843465758714,1.26,32.78,5.67,10.38,47.57,11.83,25.36
ORD-504027,PROD-001106,2,201.89,0.4354137911923866,175.81,403.78,22.8,8.64,259.41,170.0,80.77
ORD-388217,PROD-001046,3,63.59,0.0560076357706303,10.68,190.77,36.02,12.27,228.38,83.13,132.98
ORD-864153,PROD-000361,5,317.74,0.3664363737516424,582.16,1588.7,70.46,6.22,1083.22,591.55,485.45
ORD-867515,PROD-000478,2,46.09,0.0398737509851331,3.68,92.18,6.2,2.81,97.51,36.66,58.04
ORD-749464,PROD-000923,2,192.44,0.0807846074336985,31.09,384.88,24.77,23.92,402.48,143.4,235.16
ORD-649538,PROD-000845,1,80.71,0.1632188537681391,13.17,80.71,13.51,12.59,93.64,24.5,56.55
ORD-895495,PROD-000544,2,41.53,0.0466226103242345,3.87,83.06,5.54,0.92,85.65,37.48,47.25
ORD-219740,PROD-000842,2,96.09,0.0,0.0,192.18,24.98,7.08,224.24,96.3,120.86
ORD-218865,PROD-001166,4,71.26,0.0,0.0,285.04,57.01,9.49,351.54,147.0,195.05
ORD-939442,PROD-001014,3,542.77,0.1330157848715061,216.59,1628.31,98.82,0.4300000000000001,1510.97,738.93,771.61
ORD-858954,PROD-001167,2,67.03,0.1050382599034855,14.08,134.06,8.4,5.73,134.11,64.94,63.44
ORD-221546,PROD-000647,1,308.99,0.0457503980633087,14.14,308.99,58.97,1.7400000000000002,355.56,130.74,223.08
ORD-749644,PROD-000582,4,17.04,0.3319438467397644,22.63,68.16,3.19,6.13,54.85,27.52,21.2
ORD-366497,PROD-000979,1,723.85,0.0,0.0,723.85,144.77,0.48,869.1,325.87,542.75
ORD-166799,PROD-000981,2,302.06,0.1886462026674325,113.96,604.12,93.13,12.16,595.45,350.68,232.61
ORD-307025,PROD-000982,4,728.7,0.1393887067268105,406.29,2914.8,175.6,6.38,2690.49,1829.64,854.47
ORD-305933,PROD-001072,1,70.93,0.2035567709197004,14.44,70.93,3.95,2.62,63.06,21.8,38.64
ORD-769528,PROD-001006,3,367.35,0.5022638412363323,553.52,1102.05,38.4,2.96,589.89,683.07,-96.14
ORD-769227,PROD-000679,1,372.95,0.1153520104440333,43.02,372.95,23.1,6.35,359.38,188.28,164.75
ORD-260118,PROD-001083,2,52.51,0.0,0.0,105.02,7.35,14.71,127.08,37.08,75.29
ORD-371124,PROD-000336,1,268.63,0.0,0.0,268.63,34.92,6.69,310.24,140.51,163.04
ORD-716609,PROD-000777,1,196.37,0.0,0.0,196.37,19.64,9.47,225.48,71.24,144.77
ORD-972782,PROD-000547,2,79.47,0.1617753240360744,25.71,158.94,25.31,9.65,168.19,77.14,81.4
ORD-116671,PROD-000289,1,66.11,0.1500337661711419,9.92,66.11,3.93,15.05,75.17,29.08,31.04
ORD-453480,PROD-000732,1,174.73,0.051455823930292,8.99,174.73,33.15,19.73,218.62,66.0,132.89
ORD-101881,PROD-000065,3,1370.54,0.072198649475979,296.85,4111.62,724.81,4.64,4544.22,2576.43,1963.15
ORD-768776,PROD-000052,1,836.29,0.1745703084535505,145.99,836.29,138.06,4.55,832.91,583.0,245.36
ORD-142104,PROD-000997,4,732.53,0.2270120219767488,665.17,2930.12,158.55,3.1500000000000004,2426.65,1930.36,493.14
ORD-708230,PROD-000778,2,31.96,0.1961331050194396,12.54,63.92,3.6,11.78,66.76,32.02,22.96
ORD-692612,PROD-000019,1,977.27,0.1169968960488458,114.34,977.27,112.18,4.29,979.4,668.82,306.29
ORD-616836,PROD-000721,1,200.58,0.0770860561182967,15.46,200.58,12.96,1.04,199.12,101.34,96.74
ORD-736727,PROD-000077,3,1359.66,0.0316773740941351,129.21,4078.98,513.47,14.45,4477.69,2554.38,1908.86
ORD-156624,PROD-000875,4,160.33,0.0100672250142427,6.46,641.32,44.44,15.41,694.71,367.48,311.82
ORD-392423,PROD-001147,2,279.17,0.0,0.0,558.34,39.08,14.65,612.07,297.2,300.22
ORD-358970,PROD-000870,1,76.28,0.0,0.0,76.28,5.34,6.33,87.95,36.37,45.25
ORD-555272,PROD-000963,2,531.57,0.0694677441569922,73.85,1063.14,69.25,24.21,1082.75,555.84,502.7
ORD-893393,PROD-000446,1,333.9,0.1720509522631171,57.45,333.9,19.35,21.15,316.95,136.85,158.95
ORD-152898,PROD-000671,2,39.5,0.0087886685214342,0.69,79.0,15.66,5.4,99.37,33.08,60.89
ORD-457151,PROD-000720,1,114.16,0.105300201236171,12.02,114.16,19.41,5.43,126.98,52.81,68.74
ORD-723021,PROD-000803,1,97.5,0.1993901041188108,19.44,97.5,5.46,14.64,98.16,34.56,48.96
ORD-617979,PROD-000178,1,299.92,0.0397672860619834,11.93,299.92,37.44,28.28,353.71,179.65,145.78
ORD-638491,PROD-000560,1,89.55,0.2138942402478811,19.15,89.55,4.93,2.93,78.26,30.75,44.58
ORD-389063,PROD-000937,3,174.76,0.4379063391534474,229.59,524.28,38.31,7.03,340.03,270.27,62.73
ORD-475906,PROD-000015,2,244.71,0.3056499976094444,149.59,489.42,44.18,4.13,388.14,333.72,50.29
ORD-232274,PROD-000860,3,154.84,0.5720641330539499,265.74,464.52,13.91,2.79,215.48,180.9,31.79
ORD-481605,PROD-000638,2,528.46,0.0345346678713427,36.5,1056.92,71.43,3.55,1095.4,738.68,353.17
ORD-553282,PROD-000390,3,266.05,0.25432946226087,202.99,798.15,41.66,12.13,648.95,280.89,355.93
ORD-748353,PROD-000549,1,16.24,0.1273144116943534,2.07,16.24,0.99,6.26,21.42,7.33,7.83
ORD-911946,PROD-000915,2,80.6,0.1363763211132091,21.98,161.2,9.75,5.71,154.68,55.16,93.81
ORD-995783,PROD-000550,3,67.82,0.1320269155108495,26.86,203.46,12.36,6.13,195.09,92.85,96.11
ORD-395064,PROD-000950,3,288.45,0.1084542807194252,93.85,865.35,54.0,6.05,831.55,492.57,332.93
ORD-302218,PROD-001034,3,46.19,0.1341378788344437,18.59,138.57,8.4,23.91,152.29,37.86,90.52
ORD-313013,PROD-000866,3,196.08,0.0086531126255975,5.09,588.24,116.63,9.87,709.65,216.39,483.39
ORD-595755,PROD-001052,1,45.62,0.0837444762530817,3.82,45.62,7.94,4.58,54.32,16.45,33.29
ORD-467021,PROD-000313,1,22.08,0.1196808798081014,2.64,22.08,1.36,14.61,35.41,12.77,8.03
ORD-265322,PROD-001011,1,239.04,0.1955457585829598,46.74,239.04,13.46,6.0,211.76,125.62,80.14
ORD-855132,PROD-000657,1,214.02,0.1710582830558186,36.61,214.02,17.74,5.630000000000001,200.78,87.29,107.86
ORD-217418,PROD-000576,2,26.52,0.1684845451696369,8.94,53.04,3.09,6.12,53.31,22.66,24.53
ORD-446644,PROD-001132,1,104.33,0.1453000248056283,15.16,104.33,6.24,15.38,110.79,54.8,40.61
ORD-250980,PROD-000519,5,25.97,0.127132675750044,16.51,129.85,22.67,5.24,141.25,44.45,91.56
ORD-900126,PROD-000430,1,191.55,0.0,0.0,191.55,19.16,5.37,216.08,68.95,141.76
ORD-448427,PROD-000196,2,87.24,0.2294515422623722,40.03,174.48,17.48,4.22,156.15,56.32,95.61
ORD-292587,PROD-000888,2,309.85,0.0,0.0,619.7,43.38,1.0700000000000005,664.15,226.02,437.06
ORD-388920,PROD-001125,2,86.74,0.1003026539696477,17.4,173.48,10.93,23.49,190.5,80.76,86.25
ORD-523690,PROD-000733,1,146.2,0.1773848914916228,25.93,146.2,8.42,5.73,134.42,82.77,45.92
ORD-105797,PROD-000621,2,158.64,0.0797765440147601,25.31,317.28,58.39,0.0,350.36,147.24,203.12
ORD-942450,PROD-000076,4,517.19,0.0593077302669671,122.69,2068.76,136.22,14.5,2096.79,1436.96,645.33
ORD-308370,PROD-000877,4,180.43,0.1593565432647621,115.01,721.72,42.47,2.72,651.9,300.44,348.74
ORD-376062,PROD-000335,2,351.08,0.0289345417820295,20.32,702.16,47.73,5.51,735.08,374.3,355.27
ORD-432602,PROD-000749,5,258.87,0.0,0.0,1294.35,90.6,5.71,1390.66,621.75,763.2
ORD-329434,PROD-000957,2,318.37,0.0255340875304966,16.26,636.74,62.05,6.039999999999999,688.57,322.14,360.39
ORD-771884,PROD-001152,1,118.21,0.1208287914915436,14.28,118.21,7.28,12.03,123.24,63.29,47.92
ORD-693093,PROD-000136,3,726.87,0.4148584033863258,904.64,2180.61,89.32,23.9,1389.19,1084.41,280.88
ORD-213052,PROD-000613,2,38.7,0.1011226663079826,7.83,77.4,4.87,12.31,86.75,29.76,44.68
ORD-144838,PROD-000101,1,136.18,0.0118799742945493,1.62,136.18,9.42,3.08,147.06,72.56,71.42
ORD-256857,PROD-001115,3,193.39,0.4063779533569099,235.77,580.17,24.11,6.42,374.93,196.74,171.77
ORD-125361,PROD-001000,3,344.3,0.0,0.0,1032.9,72.3,3.14,1108.34,503.04,602.16
ORD-866174,PROD-000785,1,189.58,0.1284346763796744,24.35,189.58,11.57,11.99,188.79,107.76,69.04
ORD-309516,PROD-001114,1,199.7,0.1274153479623434,25.44,199.7,12.2,15.1,201.56,104.3,82.16
ORD-769240,PROD-000280,1,60.74,0.1075773176807542,6.53,60.74,3.79,2.7,60.7,27.04,30.96
ORD-295289,PROD-000502,3,33.89,0.0957334649776497,9.73,101.67,6.44,3.47,101.85,38.22,60.16
ORD-237439,PROD-000005,4,1282.18,0.0,0.0,5128.72,359.01,3.49,5491.22,2782.16,2705.57
ORD-648593,PROD-000823,3,104.83,0.1982520617535532,62.35,314.49,25.21,6.23,283.58,97.44,179.91
ORD-760973,PROD-001058,2,29.72,0.0287076503166797,1.71,59.44,11.55,5.11,74.39,17.24,52.04
ORD-706084,PROD-000317,3,351.45,0.4928757209863741,519.66,1054.35,37.43,15.12,587.24,526.5,45.62
ORD-664968,PROD-000258,4,128.5,0.3295078218592331,169.37,514.0,24.12,6.42,375.17,170.6,198.15
ORD-583154,PROD-001064,1,79.98,0.0327606389555996,2.62,79.98,15.47,4.56,97.39,26.15,66.68
ORD-681629,PROD-000698,2,579.4,0.2134517293015035,247.35,1158.8,63.8,21.29,996.54,534.36,440.89
ORD-773476,PROD-001105,2,215.54,0.0,0.0,431.08,30.18,6.17,467.43,130.22,331.04
ORD-399074,PROD-000099,1,188.94,0.2201903274186486,41.6,188.94,29.47,2.3,179.11,100.24,76.57
ORD-232990,PROD-000368,2,388.1,0.1117324481824013,86.73,776.2,137.89,2.27,829.63,443.16,384.2
ORD-475623,PROD-000441,2,142.37,0.2589488815858244,73.73,284.74,14.77,14.98,240.76,113.28,112.5
ORD-935098,PROD-000028,3,1010.29,0.0865878677798121,262.44,3030.87,193.79,5.6,2967.82,1716.03,1246.19
ORD-819608,PROD-000572,2,100.06,0.0358529166568547,7.17,200.12,38.59,2.29,233.83,62.94,168.6
ORD-766406,PROD-000776,5,287.19,0.4946818613514422,710.34,1435.95,50.79,15.21,791.61,797.4,-21.0
ORD-501176,PROD-000630,5,60.64,0.6,181.92,303.2,24.26,9.55,155.09,146.05,-0.51
ORD-364504,PROD-000882,1,230.79,0.0257216919170033,5.94,230.79,15.74,23.59,264.18,72.57,168.02
ORD-687461,PROD-000692,1,529.14,0.1530468007838914,80.98,529.14,31.37,6.15,485.68,351.28,128.25
ORD-319464,PROD-000890,2,233.3,0.1189208539838484,55.49,466.6,28.78,5.83,445.72,243.36,196.53
ORD-874587,PROD-000372,1,221.74,0.0,0.0,221.74,15.52,11.91,249.17,110.48,126.78
ORD-225474,PROD-000166,4,118.94,0.0757105982913105,36.02,475.76,57.17,7.23,504.14,226.04,270.87
ORD-967487,PROD-000629,1,44.61,0.0650517405693216,2.9,44.61,2.92,24.2,68.83,18.53,26.1
ORD-407099,PROD-000934,3,78.69,0.6,141.64,236.07,6.61,21.08,122.12,126.96,-25.92
ORD-762250,PROD-000999,3,175.13,0.342148432296202,179.76,525.39,24.19,5.9,375.72,346.53,23.29
ORD-462885,PROD-000306,1,71.06,0.1166176390825396,8.29,71.06,4.39,3.24,70.4,26.55,40.61
ORD-225148,PROD-000305,2,97.38,0.1947457347346377,37.93,194.76,10.98,5.9,173.71,78.36,89.45
ORD-118302,PROD-000215,1,79.21,0.0354061309761951,2.8,79.21,14.52,12.49,103.42,31.55,59.38
ORD-742951,PROD-000741,1,215.55,0.1812508248507525,39.07,215.55,12.35,3.54,192.37,104.58,84.25
ORD-907098,PROD-001160,2,165.42,0.1924903359895937,63.68,330.84,18.7,5.64,291.5,139.66,146.2
ORD-807268,PROD-001152,2,118.21,0.1229998148347146,29.08,236.42,41.47,2.91,251.72,126.58,122.23
ORD-438845,PROD-001111,5,189.94,0.1626799137002801,154.5,949.7,55.66,5.92,856.78,461.15,389.71
ORD-920231,PROD-001027,5,19.71,0.0650610224495786,6.41,98.55,6.45,24.44,123.03,47.9,50.69
ORD-226768,PROD-000871,4,211.44,0.3461053159136906,292.72,845.76,99.55,3.7,656.29,254.52,398.07
ORD-260421,PROD-000313,2,22.08,0.0692080836794518,3.06,44.16,2.88,0.2999999999999998,44.28,25.54,18.44
ORD-481300,PROD-000070,1,1062.55,0.098802836683917,104.98,1062.55,95.76,35.74,1089.07,532.35,520.98
ORD-749095,PROD-000066,5,653.97,0.3103647341257254,1014.85,3269.85,157.85,3.34,2416.19,2109.7,303.15
ORD-644956,PROD-000678,3,347.89,0.0706209471209479,73.7,1043.67,126.1,6.61,1102.68,562.74,533.33
ORD-586494,PROD-000382,2,293.72,0.0,0.0,587.44,41.12,2.6,631.16,252.66,375.9
ORD-761987,PROD-000209,4,193.11,0.4358951549675925,336.7,772.44,30.5,1.0700000000000005,467.31,317.24,149.0
ORD-909953,PROD-000506,4,10.53,0.0,0.0,42.12,8.42,4.8,55.34,18.08,32.46
ORD-309397,PROD-000548,3,68.94,0.2075741062133069,42.93,206.82,11.47,3.33,178.69,83.58,91.78
ORD-894180,PROD-000965,3,782.57,0.4718961835981752,1107.88,2347.71,247.97,12.95,1500.75,1400.16,87.64
ORD-990937,PROD-000635,3,461.37,0.1019187067772463,141.07,1384.11,236.18,5.41,1484.63,568.32,910.9
ORD-835258,PROD-001021,3,33.24,0.0211728796957336,2.11,99.72,17.57,7.01,122.19,27.24,87.94
ORD-711134,PROD-000113,1,698.82,0.1860000607945984,129.98,698.82,108.08,3.14,680.06,402.46,274.46
ORD-666921,PROD-001132,1,104.33,0.0,0.0,104.33,7.3,20.64,132.27,54.8,56.83
ORD-140210,PROD-000152,2,734.45,0.0440067354779087,64.64,1468.9,98.3,20.83,1523.39,628.4,874.16
ORD-766448,PROD-000695,3,289.08,0.2461778384098214,213.5,867.24,124.21,5.46,783.41,583.44,194.51
ORD-424262,PROD-000867,1,78.23,0.106714878780308,8.35,78.23,4.89,5.89,80.66,26.09,48.68
ORD-597661,PROD-000866,3,196.08,0.0115820318504453,6.81,588.24,75.59,14.94,671.96,216.39,440.63
ORD-520267,PROD-001133,1,249.37,0.1546214127400845,38.56,249.37,21.08,9.43,241.32,127.48,104.41
ORD-915292,PROD-000461,1,102.67,0.2212509078257225,22.72,102.67,5.6,5.75,91.3,47.98,37.57
ORD-543278,PROD-000725,2,64.84,0.1349676757789841,17.5,129.68,7.85,3.4800000000000004,123.51,73.14,46.89
ORD-673829,PROD-000676,2,170.89,0.1017729184315111,34.78,341.78,61.4,12.94,381.34,211.64,156.76
ORD-253870,PROD-000373,1,50.22,0.0520901230258748,2.62,50.22,2.38,16.93,66.91,28.59,21.39
ORD-754822,PROD-000501,4,46.34,0.0019107445188168,0.35,185.36,12.95,6.24,204.2,73.36,124.6
ORD-352135,PROD-000879,2,253.87,0.1586864449356747,80.57,507.74,29.9,5.52,462.59,253.82,203.25
ORD-554448,PROD-000173,1,125.41,0.2187485307739133,27.43,125.41,6.86,2.9800000000000004,107.82,68.12,36.72
ORD-588358,PROD-000917,4,286.73,0.0590051331615139,67.67,1146.92,75.55,12.45,1167.25,562.88,591.92
ORD-393307,PROD-000252,2,56.89,0.1031560083750466,11.74,113.78,7.14,3.48,112.66,38.1,71.08
ORD-922378,PROD-000210,1,229.29,0.2082517757159089,47.75,229.29,12.71,2.5,196.75,71.31,122.94
ORD-819413,PROD-000927,5,164.26,0.3333024913086777,273.74,821.3,38.33,3.84,589.73,297.95,287.94
ORD-410990,PROD-000386,3,382.54,0.1479054945975992,169.74,1147.62,68.45,12.07,1058.4,456.27,590.06
ORD-169423,PROD-000308,3,202.66,0.1195644487984823,72.69,607.98,37.47,6.29,579.05,348.75,224.01
ORD-904591,PROD-000801,2,91.74,0.0,0.0,183.48,12.84,5.78,202.1,58.34,137.98
ORD-906789,PROD-001099,1,290.74,0.1347866054687096,39.19,290.74,17.61,12.01,281.17,92.06,177.1
ORD-742279,PROD-000720,1,114.16,0.012814127171979,1.46,114.16,7.89,11.69,132.28,52.81,67.78
ORD-889816,PROD-000650,1,105.52,0.2105211908024176,22.21,105.52,5.83,5.51,94.65,52.6,36.54
ORD-986353,PROD-000988,2,378.07,0.1827249242749579,138.17,756.14,43.26,14.94,676.17,378.58,282.65
ORD-576730,PROD-000905,1,131.61,0.0520782818962509,6.85,131.61,24.95,12.07,161.78,54.16,95.55
ORD-609557,PROD-001098,2,264.43,0.1189977017046737,62.93,528.86,93.19,9.75,568.87,210.14,348.98
ORD-772629,PROD-000388,2,86.21,0.1616816045741709,27.88,172.42,10.12,3.09,157.75,77.68,76.98
ORD-585021,PROD-000746,2,184.07,0.0,0.0,368.14,73.63,20.16,461.93,210.98,230.79
ORD-305841,PROD-000284,2,93.35,0.0580511191511082,10.84,186.7,12.31,23.61,211.78,59.14,129.03
ORD-138815,PROD-001021,2,33.24,0.3476507726146166,23.11,66.48,3.04,5.6,52.01,18.16,28.25
ORD-521556,PROD-000616,4,59.53,0.4761516499393085,113.38,238.12,23.7,1.7599999999999998,150.2,78.68,69.76
ORD-209374,PROD-000922,2,164.97,0.1493614380548557,49.28,329.94,19.65,6.2,306.51,112.28,188.03
ORD-650161,PROD-000959,3,791.35,0.0964049616561704,228.87,2374.05,150.16,6.2,2301.54,1288.86,1006.48
ORD-880949,PROD-000417,3,462.4,0.3778038140357957,524.09,1387.2,60.42,14.62,938.15,742.14,181.39
ORD-997032,PROD-001030,2,6.46,0.1361775996059729,1.76,12.92,0.78,0.1,12.04,5.12,6.82
ORD-567104,PROD-000693,2,158.5,0.2276217495936542,72.16,317.0,17.14,11.55,273.53,169.72,92.26
ORD-899396,PROD-001028,1,88.88,0.0,0.0,88.88,6.22,5.67,100.77,26.72,68.38
ORD-517648,PROD-000030,3,1028.82,0.5886917602537688,1816.97,3086.46,253.9,16.87,1540.26,2090.91,-567.52
ORD-263599,PROD-000031,4,355.47,0.3733788772733323,530.9,1421.88,169.29,3.06,1063.33,913.76,146.51
ORD-571699,PROD-001122,4,86.58,0.1260312210668279,43.65,346.32,21.19,14.7,338.56,185.2,138.66
