dish_id,category,dish_name
4147,Chocolates,"Masala Chai Almond Rusk"
4148,Packed,"Kaju Badam Chikki 1 Pc"
4149,Packed,"Brigade Delight"
4150,Ghewar,"Malai Ghewar"
4151,Ghewar,"Katori Ghewar"
4152,Ghewar,"Atta Malai Ghewar"
4153,Ghewar,"Atta Kesar Ghewar"
4154,Ghewar,"Kesar Ghewar"
4155,"Gift Hampers","Luxury Blue Mdf 3jar Df Box"
4156,"Gift Hampers","Vs Rose Gold Transparent 4jar"
4157,"Gift Hampers","Luxury Tree Of Life 5jar Box"
4158,"Crossiants  & Rolls","Choc Croissant"
4159,"Luxe Candles","Petal Candle"
4160,"Luxe Candles","Golden Peacock Candle"
4161,"Luxe Candles","Star Candle"
4162,Paneer,"Fresh Paneer"
4163,"Onam Range Festive Special","Onam Sadhya"
4164,"Onam Range Festive Special","Kerala Red Rice"
4165,"Shravan Special","Sabudana Khichdi"
4166,"Shravan Special","Sabudana Makhana Kheer"
4167,"Shravan Special","Muskmelon Fruit Bowl"
4168,"Biryani Bowls","Shahi Murgh Biryani Bowl 500gm"
4169,"Combo Meals","Butter Chicken Kulcha Burger Lemonade"
4170,"Combo Meals","Ultimate Paneer Makhani Burger Lemonade"
4171,"Combo Meals","Signature Chicken Kulcha Burger Lemonade Brownie Combo"
4172,"Special Combos","Poha and Fruit Pop Combo"
4173,Recommended,"Barreled Plum Americano"
4174,Recommended,"Iced Barreled Plum Americano"
4175,Recommended,"Classic Hot Coffee"
4176,Recommended,"Classic Iced Coffee"
4177,Recommended,"Spinach Corn Sandwich"
4178,Recommended,"Chicken Salad Sandwich"
4179,Recommended,"Blonde Latte"
4180,Recommended,"Blonde Americano"
4181,Recommended,"Blonde Cappuccino"
4182,Recommended,"Blonde Almond Flat White"
4183,Recommended,"Blonde Jaggery Oat Latte"
4184,Recommended,"Black Palm Jaggery Latte"
4185,Recommended,"Pumpkin Spice Frappuccinos"
4186,Recommended,"Pumpkin Spice Crme Frappuccino"
4187,Recommended,"Pumpkin Spice Latte"
4188,Recommended,"Pumpkin Spice Cold Brew"
4189,Recommended,"Churro Frappuccino"
4190,Recommended,"Churro Latte"
4191,Recommended,"Iced Churro Latte"
4192,"Ganesh Chaturthi Special","Mawa Modak 6 Pcs Box"
4193,"Deluxe Thali New","Butter Chicken Dal Makhani Deluxe Thali"
4194,"Deluxe Thali New","Butter Paneer Dal Makhani Deluxe Thali"
4195,"Deluxe Thali New","Butter Soya Chaap Dal Makhani Deluxe Thali"
4196,"Deluxe Thali New","Kadhai Chicken Dal Makhani Deluxe Thali"
4197,"Deluxe Thali New","Kadhai Paneer Dal Makhani Deluxe Thali"
4198,"Deluxe Thali New","Kadhai Soya Chaap Dal Makhani Deluxe Thali"
4199,"Deluxe Thali New","Palak Chicken Dal Makhani Deluxe Thali"
4200,"Deluxe Thali New","Palak Paneer Dal Makhani Deluxe Thal"
4201,"Deluxe Thali New","Palak Soya Chaap Dal Makhani Deluxe Thali"
4202,"Rumali Roti Thali New","Makhani Soya Chaap Dal Makhani Rumali Roti Thali"
4203,"Rumali Roti Thali New","Kadhai Soya Chaap Dal Makhani Rumali Roti Thali"
4204,"Rumali Roti Thali New","Palak Soya Chaap Dal Makhani Rumali Roti Thali"
4205,"Rumali Roti Thali New","Butter Chicken Dal Makhani Rumali Roti Thali"
4206,"Rumali Roti Thali New","Makhani Egg Dal Makhani Rumali Roti Thali"
4207,"Rumali Roti Thali New","Paneer Butter Masala Dal Makhani Rumali Roti Thali"
4208,"Rumali Roti Thali New","Egg Masala Dal Makhani Rumali Roti Thali"
4209,"Rumali Roti Thali New","Kadhai Chicken Dal Makhani Rumali Roti Thali"
4210,"Rumali Roti Thali New","Kadhai Paneer Dal Makhani Rumali Roti Thali"
4211,"Rumali Roti Thali New","Makhani Egg Dal Tadka Rumali Roti Thali"
4212,"Rumali Roti Thali New","Makhani Soya Chaap Dal Tadka Rumali Roti Thali"
4213,"Rumali Roti Thali New","Chicken Keema Dal Tadka Rumali Roti Thali"
4214,"Rumali Roti Thali New","Soya Keema Dal Tadka Rumali Roti Thali"
4215,"Soya Chaap Gravies New","Butter Soya Chaap"
4216,"Soya Chaap Gravies New","Kadhai Soya Chaap"
4217,"Soya Chaap Gravies New","Palak Soya Chaap"
4218,"Pav Meals@99","Pav with Aloo Matar"
4219,"Pav Meals@99","Pav with Dal Makhani"
4220,"Pav Meals@99","Pav with Kala Channa"
4221,"Combo Meal","Dal Combo"
4222,"Combo Meal","Poha Combo"
4223,"Ts Signature Tiffins","Poha With Chutney"
4224,"Ts Signature Tiffins","Akki Roti"
4225,"Ts Signature Tiffins","Ragi Roti"
4226,"Ts Signature Tiffins",Kappa
4227,"Ts Signature Tiffins","Stuffed Idli"
4228,"Ts Signature Tiffins","Madurai Kothu Idli"
4229,"Ts Signature Tiffins",Paddu
4230,"Ts Signature Tiffins","Coorg Kadumbuttu"
4231,"Ts Signature Tiffins",Idiyappam
4232,"Ts Signature Tiffins","Idiyappamputtu Chicken Biryani"
4233,"Ts Signature Tiffins",Puttu
4234,"Ts Signature Tiffins","Madurai Special Dosa"
4235,"Ts Signature Tiffins",Parata
4236,"Ts Signature Tiffins","Kothu Parota"
4237,"Ts Signature Tiffins","Chicken Sankati"
4238,"Ts Signature Tiffins","Veg Sankati"
4239,"Ts Signature Tiffins","Mutton Sankati"
4240,"Ts Rice Specialities","Curd Rice"
4241,"Ts Rice Specialities","Lemon Coriander Rice"
4242,"Ts Rice Specialities","Tomato Garlic Rice"
4243,"Ts Rice Specialities","Ghee Podi Rice"
4244,"Ts Rice Specialities","Curry Leaf Podi Rice"
4245,"Ts Rice Specialities","Moringa Podi Rice"
4246,"TS Special Curries","Paneer Curry"
4247,"TS Special Curries","Egg Curry"
4248,"TS Special Curries","Chicken Curry"
4249,"TS Special Curries","Fish Curry"
4250,"TS Special Curries","Prawn Curry"
4251,"TS Special Curries","Mutton Curry"
4252,"TS Special Curries","Squid Curry"
4253,"TS Special Curries","Crab Curry"
4254,"Tiffins Drinks","Ts Fresh Lime Juice"
4255,"Tiffins Drinks","TS Fresh Lime Soda"
4256,"Tiffins Drinks","Ts Desi Masala Cola"
4257,"Tiffins Drinks","Ts Chilli Sprite"
4258,"Tiffins Drinks","TS Spiced Butter Milk"
4259,"Tiffins Drinks","TS Sweet Lassi"
4260,"Tiffins Drinks","TS Water Bottle"
4261,Recommended,"Coconut Mawa Modak Barfi 9 pcs"
4262,Recommended,"Coconut Mawa Modak Barfi 4 pcs"
4263,Recommended,"Puran Poli 2 pc with Katachi Aamti"
4264,Recommended,"Aashirvaad Mithaas Motichur Laddu 500g"
4265,Recommended,"Poori with Aloo Hing and Dessert Meal Serves 2"
4266,Recommended,"Masala Kulcha with Pindi Choley and Dessert Meal Serves 2"
4267,Recommended,"Sabudana Khichdi with Dahi"
4268,Recommended,"Sabudana Vada 6pcs"
4269,Recommended,"Vada Pav 2 pcs"
4270,Recommended,"Samosa Pav 2 pcs"
4271,Recommended,"Pav Bhaji Serves 1"
4272,Recommended,"Masala Paneer Kulcha Dabeli Sandwich 4 pcs"
4273,Recommended,"Creamy AlooTikki Dahi Chaat"
4274,Recommended,"Savory Samosa Dahi Chaat"
4275,Recommended,"Mini Samosa Bucket with Chutney 15 pcs"
4276,Recommended,"Crispy Samosa Chole Chaat"
4277,Recommended,"Lebanese Falafel Shawarma Roll"
4278,Recommended,"Tandoori Murgh Tikka Kathi Roll"
4279,Recommended,"Lebanese Chicken Shawarma Roll"
4280,Recommended,"Murgh Tikka Kulcha Dabeli Sandwich 4 pcs"
4281,"Ganesh Chaturthi Specials","Coconut Mawa Modak Barfi 9 pcs"
4282,"Ganesh Chaturthi Specials","Coconut Mawa Modak Barfi 4 pcs"
4283,"Ganesh Chaturthi Specials","Puran Poli 2 pc with Katachi Aamti"
4284,"Ganesh Chaturthi Specials","Aashirvaad Mithaas Motichur Laddu 500g"
4285,"Ganesh Chaturthi Specials","Poori with Aloo Hing and Dessert Meal Serves 2"
4286,"Ganesh Chaturthi Specials","Masala Kulcha with Pindi Choley and Dessert Meal Serves 2"
4287,"Ganesh Chaturthi Specials","Sabudana Khichdi with Dahi"
4288,"Ganesh Chaturthi Specials","Sabudana Vada 6pcs"
4289,"Snack Time Specials","Vada Pav 2 pcs"
4290,"Snack Time Specials","Samosa Pav 2 pcs"
4291,"Snack Time Specials","Pav Bhaji Serves 1"
4292,"Snack Time Specials","Masala Paneer Kulcha Dabeli Sandwich 4 pcs"
4293,"Snack Time Specials","Creamy AlooTikki Dahi Chaat"
4294,"Snack Time Specials","Savory Samosa Dahi Chaat"
4295,"Snack Time Specials","Mini Samosa Bucket with Chutney 15 pcs"
4296,"Snack Time Specials","Crispy Samosa Chole Chaat"
4297,"Snack Time Specials","Lebanese Falafel Shawarma Roll"
4298,"Snack Time Specials","Tandoori Murgh Tikka Kathi Roll"
4299,"Snack Time Specials","Lebanese Chicken Shawarma Roll"
4300,"Snack Time Specials","Murgh Tikka Kulcha Dabeli Sandwich 4 pcs"
4301,"Kebabs and Starters","Subz Galouti Kebab 8 pcs"
4302,"Kebabs and Starters","Paneer Subz Dhungar Tawa Kebab"
4303,"Kebabs and Starters","Subz Hara Bhara Tawa Kebab"
4304,"Kebabs and Starters","Tandoori Kebab Platter Non veg"
4305,"Kebabs and Starters","Tandoori Murgh Malai Tikka Chicken Malai Tikka"
4306,"Kebabs and Starters","Tandoori Chicken Tangdi Kebab"
4307,"Kebabs and Starters","Tandoori Chicken Leg Piece Bucket 6 pcs"
4308,"Kebabs and Starters","Tandoori Murgh Kebab Platter Serves 2"
4309,"Kebabs and Starters","Mutton Shikampuri Kebab 8 pcs"
4310,"Dum Biryanis","Veg Biryani 500 gm"
4311,"Dum Biryanis","Paneer Keema Biryani 500 gm"
4312,"Dum Biryanis","Paneer Biryani 500 gm"
4313,"Dum Biryanis","Masala Biryani Rice"
4314,"Dum Biryanis","Chicken Biryani 500 gm Boneless"
4315,"Dum Biryanis","Boneless Chicken Tikka Biryani 500 gm"
4316,"Dum Biryanis","Boneless Murgh Afghani Biryani 500 gm"
4317,"Dum Biryanis","Egg Biryani 500 gm"
4318,"Dum Biryanis","Mutton Biryani 500 gm 2 pcs"
4319,"Dum Biryanis","Mutton Keema Masala Biryani 12 Kg"
4320,"Dum Biryanis","Chicken Biryani Combo Serves 1"
4321,"Dum Biryanis","Murgh Reshmi Seekh Biryani 500 gm"
4322,"Dum Biryanis 900 grams","Subz Dum Biryani Veg Biryani 900 grams"
4323,"Dum Biryanis 900 grams","Subz Paneer Dum Biryani 900 grams"
4324,"Dum Biryanis 900 grams","Paneer Ka Keema Dum Biryani 900 grams"
4325,"Dum Biryanis 900 grams","Veg Biryani and Kebab Meal SERVES 2"
4326,"Dum Biryanis 900 grams","Murgh Dum Biryani Chicken Biryani 900 grams"
4327,"Dum Biryanis 900 grams","Murgh Tikka Biryani Boneless 900 grams"
4328,"Dum Biryanis 900 grams","Murgh Afghani Biryani Boneless 900 grams"
4329,"Dum Biryanis 900 grams","Murgh Reshmi Seekh Biryani Boneless 900 grams"
4330,"Dum Biryanis 900 grams","Gosht Dum Biryani Mutton Biryani 900 grams"
4331,"Dum Biryanis 900 grams","Chicken Biryani and Kebab Meal SERVES 2"
4332,"Veg Curries","Punjabi Rajmah Curry"
4333,"Veg Curries","Amritsari Pindi Choley"
4334,"Veg Curries","Yellow Dal Tadka"
4335,"Veg Curries","Dal Makhani"
4336,"Veg Curries","Malai Paneer Makhani Paneer Butter Masala"
4337,"Veg Curries","Paneer Tawa Masala"
4338,"Veg Curries","Paneer Handi"
4339,"Veg Curries","Kadhai Paneer"
4340,"Veg Curries","Paneer Lababdar"
4341,"Veg Curries","Palak Paneer"
4342,"Veg Curries","Kadhi Pakoda"
4343,"Veg Curries","Mango Paneer Curry Serves 2"
4344,"Veg Curries","Subz Diwani Curry Serves 2"
4345,"NonVeg Curries","Murgh Tikke Ki Makhani Butter Chicken"
4346,"NonVeg Curries","Murgh Tikka Tawa Masala Chicken Tawa Masala"
4347,"NonVeg Curries","Murgh Bemisal"
4348,"NonVeg Curries","Kadhai Chicken"
4349,"NonVeg Curries","Chicken Lababdar"
4350,"NonVeg Curries","Mutton Keema Masala"
4351,"NonVeg Curries","Mutton Keema Matar"
4352,"NonVeg Curries","Bhuna Mutton Mande Gosht"
4353,"NonVeg Curries","Egg Curry"
4354,"NonVeg Curries","Mango Chicken Curry Serves 2"
4355,"NonVeg Curries","Punjabi Mutton Rogan Josh"
4356,"NonVeg Curries","Kosha Mangsho Mutton"
4357,"NonVeg Curries","Champaran Mutton"
4358,"Mango Specials","Mango Chicken Curry"
4359,"Master Chef Curated Meals Serves 1","Butter Paneer and Dal Makhani Meal Serves 1"
4360,"Master Chef Curated Meals Serves 1","Amritsari Pindi Choley And Soft Masaledar Kulcha Meal Serves 1"
4361,"Master Chef Curated Meals Serves 1","Malai Paneer Makhani And Tawa Paratha Meal Serves 1"
4362,"Master Chef Curated Meals Serves 1","Paneer Makhani Rice Bowl Serves 1"
4363,"Master Chef Curated Meals Serves 1","Rajma Chawal Meal Serves 1"
4364,"Master Chef Curated Meals Serves 1","Butter Chicken and Dal Makhani Meal Serves 1"
4365,"Master Chef Curated Meals Serves 1","Butter Chicken Rice Bowl"
4366,"Master Chef Curated Meals Serves 1","Murgh Tikke Ki Makhani And Tawa Paratha Meal Serves 1"
4367,"Master Chef Curated Meals Serves 1","Bhuna Mutton Roomali Roti Meal Serves 1"
4368,"All Day Snacks","Pav Bhaji Serves 1"
4369,"All Day Snacks","Vada Pav 2 pcs"
4370,"All Day Snacks","Samosa Pav 2 pcs"
4371,"All Day Snacks","Classic Aloo Tikki Chole Chaat"
4372,"All Day Snacks","Crispy Samosa Chole Chaat"
4373,"All Day Snacks","Creamy Aloo Tikki Dahi Chaat"
4374,"All Day Snacks","Savory Samosa Dahi Chaat"
4375,"All Day Snacks","Masala Paneer Kathi Roll"
4376,"All Day Snacks","Samosa Kulcha Dabeli Sandwich 4 pcs"
4377,"All Day Snacks","Lebanese Falafel Shawarma Wrap"
4378,"All Day Snacks","Lebanese Paneer Shawarma Roll"
4379,"All Day Snacks","Masala Paneer Kulcha Dabeli Sandwich 4 pcs"
4380,"All Day Snacks","Choley Kulcha Dabeli Sandwich 4 pcs"
4381,"All Day Snacks","Chaat Dabeli Platter Serves 2"
4382,"All Day Snacks","Veg Half n Half Dabeli"
4383,"All Day Snacks","Poha Serves 1"
4384,"All Day Snacks","Sabudana Vada 6 pcs"
4385,"All Day Snacks","Murgh Tikka Kulcha Dabeli Sandwich 4 pcs"
4386,"All Day Snacks","Tandoori Chicken Tikka Kathi Roll"
4387,"All Day Snacks","Lebanese Chicken Seekh Shawarma Roll"
4388,"All Day Snacks","Lebanese Chicken Shawarma Wrap"
4389,"All Day Snacks","NonVeg Half n Half Dabeli"
4390,"All Day Snacks","Mutton Seekh Kathi Roll 1 pc"
4391,"All Day Snacks","Murgh Reshmi Seekh Whole Wheat Paratha Kathi Roll 1 Pc"
4392,"Breads & Rice","Tawa Lachcha Paratha 1 Pc"
4393,"Breads & Rice","Masala Kulcha 1 Pc"
4394,"Breads & Rice","Kasuri Methi Tawa Lachcha Paratha 1 Pc"
4395,"Breads & Rice","Mirchi Tawa Lachcha Paratha 1 Pc"
4396,"Breads & Rice","Roomali Roti 1 Pc"
4397,"Breads & Rice","Butter Naan 1 pc"
4398,"Breads & Rice","Steamed Rice"
4399,"Breads & Rice","Jeera Rice"
4400,"Breads & Rice","Ghee Rice"
4401,"Breads & Rice","Masala Biryani Rice 12Kg"
4402,Desserts,"Ganesh Chaturthi Special Assorted Modaks Box 9 pcs"
4403,Desserts,"Aashirvaad Mithaas Motichoor Laddu 500gms"
4404,Desserts,"Kesar Coconut Modak Barfi 4 pcs"
4405,Desserts,"Jodhpuri Moong Dal Halwa"
4406,Desserts,"Kesariya Kheer"
4407,Desserts,"Nawabi Badam Halwa"
4408,Desserts,"Gulab Jamun Tub 6 pcs"
4409,Desserts,"Khajur ki Kheer"
4410,Desserts,"Rasmalai 2 pcs"
4411,Desserts,"Rasmalai Tub 6 pc"
4412,Beverages,"Jamun Kala Khatta Cooler"
4413,Beverages,"Guava Chilli Juice"
4414,Beverages,"Aam Panna"
4415,Beverages,"Chatpata Masala Chaas"
4416,Beverages,"Masala Nimbu Shikanji"
4417,Beverages,"Gulab Scented Meethi Lassi"
4418,"Party Platters & Feast","Chaat Dabeli Platter Serves 2"
4419,"Party Platters & Feast","Veg 3 Course Celebration Meal Serves 2"
4420,"Party Platters & Feast","Veg Party Feast Hamper Serves 4"
4421,"Party Platters & Feast","Veg Biryani Feast Hamper Serves 4"
4422,"Party Platters & Feast","Gulab Jamun Party Tub 6 pcs"
4423,"Party Platters & Feast","Tandoori Murgh Kebab Platter"
4424,"Party Platters & Feast","NonVeg 3 Course Celebration Meal Serves 2"
4425,"Party Platters & Feast","NonVeg Party Feast Hamper Serves 4"
4426,"Party Platters & Feast","NonVeg Biryani Feast Hamper Serves 4"
4427,"Party Platters & Feast","NonVeg Biryani Sampler"
4428,Raita,"Boondi Raita"
4429,Raita,"Burhani Raita"
4430,"Authentic North Indian Breakfast Meals","Vada Pav 2 pcs"
4431,"Authentic North Indian Breakfast Meals","Samosa Pav 2 pcs"
4432,"Authentic North Indian Breakfast Meals","Pav Bhaji"
4433,"Authentic North Indian Breakfast Meals","Aloo Paratha 2 pcs with Butter"
4434,"Authentic North Indian Breakfast Meals","Gobhi Paratha 2 pcs with Butter"
4435,"Authentic North Indian Breakfast Meals","Amritsari Pindi Choley Kulcha Dessert Meal Serves 2"
4436,"Authentic North Indian Breakfast Meals","Poori with Amritsari Pindi Choley Dessert Meal serves 2"
4437,"Authentic North Indian Breakfast Meals","Poori with Aloo Hing Ki Subzi Dessert Meal Serves 2"
4438,"Authentic North Indian Breakfast Meals","Aloo Paratha 2 pcs with Dahi"
4439,"Authentic North Indian Breakfast Meals","Gobhi Paratha 2 pcs with Dahi"
4440,"Authentic North Indian Breakfast Meals","Butter Kulche Chole 2 pcs"
4441,"Authentic North Indian Breakfast Meals","Sabudana Khichdi Dahi"
4442,"Authentic North Indian Breakfast Meals","Plain paratha with Mutton Keema Masala"
4443,"Authentic North Indian Breakfast Meals","Paratha with Aloo Hing ki Subzi 2 pcs"
4444,"Authentic North Indian Breakfast Meals","Poori Chole 3 pcs"
4445,"Authentic North Indian Breakfast Meals",Poha
4446,"Authentic North Indian Breakfast Meals","Paratha with Paneer Bhurji 2 pcs"
4447,"Authentic North Indian Breakfast Meals","Butter Kulcha with Mutton Keema Masala"
4448,"Authentic North Indian Breakfast Meals","Poori Aloo Hing ki Subzi 3 pcs"
4449,"Late Night Specials","Aloo Paratha 2 pcs with Dahi"
4450,"Late Night Specials","Butter Paneer and Dal Makhani Meal Serves 1"
4451,"Late Night Specials","Subz Paneer Dum Biryani 12 Kg"
4452,"Late Night Specials","Vada Pav 2 pcs"
4453,"Late Night Specials","Samosa Pav 2 pcs"
4454,"Late Night Specials","Jodhpuri Moong Dal Halwa Serves 1"
4455,"Late Night Specials","Butter Chicken and Dal Makhani Meal Serves 1"
4456,"Late Night Specials","Murgh Dum Biryani Chicken Biryani Boneless 12 Kg"
4457,"Rice Bowls","Punjabi Rajma Rice Bowl"
4458,"Rice Bowls","Kadhi Pakoda Rice Bowl Serves 1"
4459,"Rice Bowls","Paneer Makhani Rice Bowl"
4460,"Rice Bowls","Pindi Choley Rice Bowl"
4461,"Rice Bowls","Dal Makhani Rice Bowl"
4462,"Rice Bowls","Yellow Dal Tadka Rice Bowl"
4463,"Rice Bowls","Murgh Makhani Rice Bowl"
4464,Biryani,"Donne Chicken Biryani"
4465,Biryani,"Donne Mutton Biryani"
4466,Biryani,"Donne Biryani Rice"
4467,Biryani,"Donne Egg Biryani"
4468,Biryani,"Donne Lollipop Biryani"
4469,Biryani,"Donne Kshatriya Kebab Biryani"
4470,Biryani,"Boneless Donne Chicken Biryani"
4471,Combos,"Donne Chicken Biryani Combo"
4472,Combos,"Donne Biryani Rice Combo"
4473,Combos,"Donne Mutton Biryani Combo"
4474,Combos,"Donne Mutton Biryani Family Pack Combo"
4475,Combos,"Donne Chicken Biryani Family Pack Combo"
4476,Combos,"Donne Chicken Biryani Family Pack"
4477,Combos,"Donne Mutton Biryani Family Pack"
4478,"Soft Drinks","Bindu Jeera"
4479,"Soft Drinks","Soft Drinks Champ"
4480,"Soft Drinks","Jeery Badam"
4481,"Soft Drinks","Jersey Badam"
4482,Lunch,"Egg F Rice"
4483,Lunch,"Mushroom Biriyani"
4484,Lunch,Chapathi
4485,Snacks,"Egg Burji"
4486,Snacks,"White Rice"
4487,Snacks,"Dbh Fish Kabab"
4488,VEG,"Schezwan Fried Rice"
4489,VEG,"Jeera Rice"
4490,VEG,"Veg Fried Rice"
4491,Soups,"Plain Mutton Leg Soup"
4492,Soups,"Mutton Leg Soup 2 Pcs"
4493,"Mini Burrito Bowl New","Chicken Mexican Burrito Bowl Mini"
4494,"Super Bowls","Pro Paneer Mexican Burrito Bowl"
4495,"Super Bowls","Pro Hummus Buddha Bowl Veg"
4496,"Korean Bowls","Korean Paneer Rice Bowl"
4497,"Korean Bowls","Korean Chicken Rice Bowl"
4498,"Korean Bowls","Korean Paneer Noodles Bowl"
4499,"Korean Bowls","Korean Chicken Noodle Bowl"
4500,"Mexican Burrito Bowls","Paneer Mexican Burrito Bowl"
4501,"Mexican Burrito Bowls","Mexican Burrito Bowl"
4502,"Mexican Burrito Bowls","Nachos with Salsa"
4503,"Mexican Burrito Bowls","Chicken Mexican Burrito Bowl"
4504,"High Protein Burgers ","Peri Peri Paneer PRO Burger"
4505,"High Protein Burgers ","Korean Paneer PRO Burger"
4506,"High Protein Burgers ","Korean Chicken PRO Burger"
4507,"High Protein Burgers ","Chefs Special Plant PRO Burger"
4508,"High Protein Burgers ","BBQ Chicken PRO Burger"
4509,"High Protein Burgers ","Grilled BBQ Plant PRO Burger"
4510,"High Protein Burgers ","BBQ Burger And Protein Shake Combo"
4511,"High Protein Burgers ","Chicken Burgers Party Combo"
4512,"High Protein Burgers ","Paneer Burgers Party Combo"
4513,"Whole Wheat Sandwiches","Makhani Egg Sandwich"
4514,"Whole Wheat Sandwiches","Makhani Chaap Sandwich"
4515,"Whole Wheat Sandwiches","Creamy Plant Protein Sandwich"
4516,"Fresh Salads","Greek Salad"
4517,"Fresh Salads","Greek Paneer Salad"
4518,"Fresh Salads","Greek Egg Salad"
4519,"Fresh Salads","Greek Chicken Salad"
4520,"Fresh Salads","Keto Paneer Salad Mini"
4521,"Fresh Salads","Keto Egg Salad Mini"
4522,"Fresh Salads","Keto Chicken Salad Mini"
4523,"Fresh Salads","Keto Salad Mini"
4524,"Fruit Pop Jars","Fruit Pop Oatmeal"
4525,"Fruit Pop Jars","Chocolate Fruit Pop"
4526,"Fruit Pop Jars","Chocolate Muesli Fruit Pop"
4527,"Supergrain Khichdi Bowls","Millet Curd Rice"
4528,"Supergrain Khichdi Bowls","Millet Khichdi"
4529,"Supergrain Khichdi Bowls","Quinoa Khichdi"
4530,"Pastas High Protein","Alfredo Penne Pasta"
4531,"Pastas High Protein","Tomato Basil Penne Pasta"
4532,"Pastas High Protein","Creamy Pesto Pasta"
4533,Sides,"ModerateCarb Cutter Tin"
4534,Sides,"Greek Yogurt Natural 85g"
4535,Sides,"Boombay SweetMustardDip"
4536,Sides,"Boombay Garlic Chili Sauce"
4537,"Krispy Kreme Doughnuts and Coffee","Classic Cold Coffee"
4538,"Krispy Kreme Doughnuts and Coffee","Iced Americano"
4539,Recommended,"Choco Walnut Crust Ice Cream Cake"
4540,Recommended,"Tiramisu Grande Ice Cream Cake"
4541,"Ice Cream Cakes","Choco Walnut Crust Ice Cream Cake"
4542,"Ice Cream Cakes","Tiramisu Grande Ice Cream Cake"
4543,Recommended,"Cafe Frappe"
4544,Recommended,"Cold Dark Frappe"
4545,Recommended,"Cold Devils Own"
4546,Recommended,"Crunchy Frappe"
4547,Recommended,"Butterscotch Crunch Cake 695 g"
4548,Recommended,"Dutch Truffle Cake 730 g"
4549,Recommended,Cappuccino
4550,Recommended,"Smoked Chicken Sandwich"
4551,Recommended,"Spinach n Corn Cheese Sandwich"
4552,Recommended,"Chocolate Muffin"
4553,Recommended,"Chilli Cheese Toast"
4554,Recommended,"Spinach n Corn Garlic Bread"
4555,Recommended,"Toasty Paneer Garlic Bread"
4556,Recommended,"Gourmet Belgian Cold Chocolate"
4557,"Breakfast Combos","Cappuccino N Classic Garlic Bread"
4558,"Breakfast Combos","Filter Coffee N Chilli Cheese Toast"
4559,"Breakfast Combos","Vietnamese Iced Coffee N Chilli Cheese Toast"
4560,"Breakfast Combos","Cafe Americano N Chocolate Muffin"
4561,"Breakfast Combos","Gourmet Hot Chocolate N Smoked Chicken SW"
4562,"Summer Of 25New Launch!","Frappe Lite"
4563,"Summer Of 25New Launch!","Guava Masala Slush"
4564,"Summer Of 25New Launch!","Guava Refresher"
4565,"Summer Of 25New Launch!","Peanut Butter Banana Frappe"
4566,"Summer Of 25New Launch!","Spicy Mango Slush"
4567,"Summer Of 25New Launch!","Vietnamese Cold Coffee"
4568,"Cold Coffee Delights","Cafe Frappe"
4569,"Cold Coffee Delights","Cold Dark Frappe"
4570,"Cold Coffee Delights","Cold Devils Own"
4571,"Cold Coffee Delights","Crunchy Frappe"
4572,"Cold Coffee Delights","Signature Cold Coffee"
4573,"Cold Coffee Delights","Tropical Ice Berg"
4574,"Cold Coffee Delights","Hazelnut Frappe"
4575,"Cold Coffee Delights","Vanilla Frappe"
4576,"Celebration Cake","Butterscotch Crunch Cake 695 g"
4577,"Celebration Cake","Dutch Truffle Cake 730 g"
4578,"Hot Coffee Selections","Cafe Americano"
4579,"Hot Coffee Selections","Cafe Latte"
4580,"Hot Coffee Selections","Cafe Mocha"
4581,"Hot Coffee Selections",Cappuccino
4582,"Hot Coffee Selections","Espresso Shot"
4583,"Hot Coffee Selections","Filter Coffee"
4584,"Hot Coffee Selections","King Cappuccino"
4585,"Hot Coffee Selections","King Latte"
4586,"Hot Coffee Selections","Vanilla Cappuccino"
4587,"Hot Coffee Selections","Vanilla Latte"
4588,"Hot Coffee Selections","Hazelnut Cappuccino"
4589,"Hot Coffee Selections","Cafe Latte N Cookie"
4590,"Hot Coffee Selections","Cappuccino N Cookie"
4591,"Hot Special Flavorful Beverages","Gourmet Belgian Hot Chocolate"
4592,"Hot Special Flavorful Beverages","Hazelnut Hot Chocolate"
4593,"Hot Special Flavorful Beverages","Hazelnut Latte"
4594,"Hot Special Flavorful Beverages","White Mocha"
4595,"Meal Box","Cappuccino N Paneer Tikka Sandwich"
4596,"Meal Box","Croissant Cappuccino Combo"
4597,"Meal Box","Crunchy Frappe N Spicy Mozzarella Garlic Bread"
4598,"Meal Box","Dark Frappe N Smoked Chicken Mozzarella Toastizza"
4599,"Meal Box","Devils Own N Spinach Corn SW"
4600,"Crunchy Burger And Crispy Sandwiches","Paneer Tikka Sandwich"
4601,"Crunchy Burger And Crispy Sandwiches","Smoked Chicken Sandwich"
4602,"Crunchy Burger And Crispy Sandwiches","Spinach n Corn Cheese Sandwich"
4603,"Crunchy Burger And Crispy Sandwiches","Tandoori Chicken Sandwich"
4604,"Crunchy Burger And Crispy Sandwiches","Double Decker Creamy Smoked Chicken Sandwich"
4605,"Crunchy Burger And Crispy Sandwiches","Double Decker Cheese N Tomato Sandwich"
4606,"Crunchy Burger And Crispy Sandwiches","Double Decker Paneer Tikka Sandwich"
4607,"Crunchy Burger And Crispy Sandwiches","Double Decker Tandoori Chicken Sandwich"
4608,"Crunchy Burger And Crispy Sandwiches","Double Decker Spinach Corn N Cheese Sandwich"
