order_id,date_id,location_id,restaurant_id,food_id,price,rating,rating_count
816,166,2,14,804,329,4.4,31
817,120,2,14,805,239,4.3,8
818,9,2,14,806,299,4.6,6
819,176,2,14,807,269,4.2,1
820,105,2,14,808,309,4.3,0
821,132,2,14,809,449,4.6,15
822,147,2,14,810,229,4.6,150
823,173,2,14,811,569,4.6,9
824,96,2,14,812,419,4.6,44
825,98,2,14,813,319,4.6,16
826,159,2,14,814,419,4.6,17
827,183,2,14,815,299,4.4,13
828,96,2,14,816,319,4.3,8
829,96,2,14,817,419,4,9
830,157,2,14,818,139,4.2,48
831,96,2,14,819,139,3.9,16
832,89,2,14,820,139,4.3,56
833,93,2,14,821,139,3.9,34
834,51,2,14,822,139,4.6,85
835,133,2,14,823,169,4.1,69
836,96,2,14,824,329,4.4,31
837,167,2,14,825,239,4.3,8
838,205,2,14,826,299,4.6,6
839,6,2,14,827,269,4.2,1
840,43,2,14,828,309,4.3,0
841,184,2,14,829,449,4.6,15
842,49,2,14,830,229,4.6,150
843,218,2,14,831,469,4.8,10
844,78,2,14,832,249,4.4,77
845,96,2,14,833,549,4.4,101
846,205,2,14,834,368.57,4.6,283
847,151,2,14,835,308,4.2,1
848,155,2,14,836,234,4.6,19
849,163,2,14,837,244,4.9,14
850,199,2,14,838,219,4.5,38
851,213,2,14,839,224,4.5,24
852,54,2,14,840,209,4.6,712
853,38,2,14,841,229,4.3,80
854,155,2,14,842,279,3.9,2
855,31,2,14,843,219,4.6,393
856,162,2,14,844,299,4,16
857,38,2,14,845,239,4.3,12
858,82,2,14,846,399,4.1,57
859,96,2,14,847,399,4,47
860,195,2,14,848,399,4.3,30
861,214,2,14,849,399,4.2,9
862,49,2,14,850,399,4.6,21
863,118,2,14,851,659,4.1,2
864,19,2,14,852,529,4.1,42
865,124,2,14,853,625,4.3,71
866,58,2,14,854,319,4.4,118
867,40,2,14,855,599.05,4.5,68
868,73,2,14,856,529,4.5,113
869,149,2,14,857,399.05,4.5,265
870,174,2,14,858,299.04,4.3,81
871,219,2,14,859,299.05,4.1,122
872,29,2,14,860,289,4.4,1
873,173,2,14,861,398,4,1
874,15,2,14,862,458,4.3,0
875,68,2,14,863,338,3.7,13
876,31,2,14,864,458,4.3,0
877,76,2,14,865,458,3.4,1
878,199,2,14,866,749,4.5,129
879,135,2,14,867,579,4.3,26
880,199,2,14,868,799,4.2,81
881,96,2,14,869,749,4.4,80
882,96,2,14,870,428.57,5,7
883,220,2,14,871,309.94,3.9,5
884,96,2,14,872,230,3.5,3
885,148,2,14,873,230,4.1,4
886,84,2,14,874,230,5,12
887,13,2,14,875,199,4.4,7
888,46,2,14,876,699.05,5,7
889,66,2,14,877,139,4.8,13
890,116,2,14,878,799.05,3.3,39
891,154,2,14,879,639,3.2,73
892,200,2,14,880,449,3.8,119
893,137,2,14,881,230,4.3,259
894,74,2,14,882,185,4.4,793
895,96,2,14,883,119,4.3,190
896,143,2,14,884,249,4.5,493
897,34,2,14,885,199,4.5,818
898,53,2,14,886,399,4.4,36
899,130,2,14,887,125,4.2,359
900,167,2,14,888,628,4.3,0
901,118,2,14,889,549,4.7,62
902,15,2,14,890,249,4.5,113
903,69,2,14,891,124.76,4.2,69
904,148,2,14,892,209,4.5,71
905,144,2,14,893,199,4.8,9
906,160,2,14,894,208.57,4.1,59
907,11,2,14,895,278.1,4.2,51
908,137,2,14,896,294.29,4.3,170
909,13,2,14,897,254.29,4,11
910,110,2,14,898,214.29,4.1,17
911,96,2,14,899,230.48,4.2,9
912,153,2,14,900,214.29,4.7,5
913,210,2,14,901,229.52,4.4,50
914,82,2,14,902,248.57,4.4,31
915,221,2,14,903,248.57,4.1,23
916,30,2,14,904,229.52,5,4
917,18,2,14,905,229.52,4.3,4
918,222,2,14,906,229.52,4.1,21
919,15,2,14,907,199.05,4.6,7
920,62,2,14,908,149,4.7,4
921,9,2,14,909,179,4.4,175
922,58,2,14,910,115,2.3,4
923,66,2,14,911,155,4.6,112
924,96,2,14,912,139,4.4,583
925,98,2,14,913,99,4.5,291
926,150,2,14,914,109.52,3.9,41
927,96,2,14,915,57.14,4.7,90
928,166,2,14,916,28.57,4.6,39
929,108,2,14,917,129,4.8,9
930,38,2,14,918,109,3.6,3
931,117,2,14,919,109,4.1,2
932,91,2,14,920,109,4,2
933,79,2,14,921,109,4.2,2
934,27,2,14,922,99,3.6,5
935,146,2,14,923,99,3.8,1
936,73,2,14,924,99,4.4,1
937,157,2,14,925,99,4.3,0
938,109,2,14,926,119,4.4,30
939,29,2,14,927,159,4.4,44
940,223,2,14,928,66.67,4,45
941,124,2,14,929,66.67,4.4,54
942,38,2,14,930,66.67,3.9,61
943,159,2,14,931,66.67,4.7,51
944,92,2,14,932,779,4.3,0
945,213,2,14,933,649,4.3,0
946,187,2,14,934,349,4.3,0
947,63,2,14,935,199,4.3,0
948,68,2,14,936,399,4.3,0
949,96,2,14,937,599,4.3,0
950,179,2,14,938,649,4.3,0
951,171,2,14,939,489,4.3,0
952,96,2,14,940,449,4.3,0
953,174,2,14,941,459,4.3,0
954,176,2,14,942,649,4.3,0
955,211,2,14,943,799,4.3,0
956,219,2,14,944,199,4.3,0
957,138,2,14,945,299,4.3,0
958,54,2,15,946,265,4.2,2
959,183,2,15,947,245,4.3,0
960,105,2,15,948,280,4.3,0
961,180,2,15,949,245,4.5,1
962,103,2,15,950,185,4.7,8
963,148,2,15,951,185,1.8,4
964,96,2,15,952,175,2.7,3
965,74,2,15,953,175,4.9,13
966,153,2,15,954,185,4.3,2
967,207,2,15,955,155,4.2,31
968,215,2,15,956,115,5,3
969,165,2,15,957,115,4.3,8
970,96,2,15,958,349,4.4,1
971,197,2,15,959,375,4.3,0
972,96,2,15,960,625,4.9,5
973,89,2,15,961,365,4.6,14
974,96,2,15,962,525,4.7,1
975,36,2,15,963,365,4,37
976,120,2,15,964,525,4.9,11
977,215,2,15,965,375,4.3,0
978,124,2,16,966,230.48,4.3,0
979,29,2,16,967,230.48,4.3,0
980,158,2,16,968,230.48,4.3,0
981,214,2,16,969,230.48,4.3,0
982,113,2,16,970,204.76,4.3,0
983,97,2,16,971,180,4.3,1
984,220,2,16,972,230.48,4.6,1
985,159,2,16,973,370.48,5,1
986,44,2,16,974,204.76,5,4
987,188,2,16,975,175.24,5,5
988,38,2,16,976,1095.23,4.3,0
989,224,2,16,977,1741.07,4.3,0
990,171,2,16,978,1763.39,4.3,0
991,80,2,16,979,1232.14,4.3,0
992,217,2,16,980,758.92,4.3,0
993,221,2,16,981,1160.71,4.3,0
994,144,2,16,982,694.91,5,1
995,189,2,16,983,758.92,4.3,0
996,206,2,16,984,294.64,4.3,0
997,46,2,16,985,53.57,4.3,1
998,21,2,16,986,401.79,4.3,0
999,147,2,16,987,89.28,4.3,0
1000,78,2,16,988,204.76,4.7,170
